null,mode,stage,wave,enemy_type,count,formation_type,hp_multiplier,attack_multiplier,sub_wave
null,Normal,18,15,MadJackZombie,4,LINE_LEFT,23.6,23.6,2
null,Normal,18,15,RushZombie,2,SCATTER,23.6,23.6,1
null,Normal,18,15,RushZombie,2,SCATTER,23.6,23.6,2
null,Normal,18,15,AngryRagZombie,2,LINE_LEFT,23.6,23.6,1
null,Normal,18,15,AngryRagZombie,2,LINE_LEFT,23.6,23.6,2
null,Normal,18,15,YeahMagZombie,1,LINE_LEFT,23.6,23.6,2
null,Normal,19,1,ZombieMan,2,SCATTER,2.45,2.45,1
null,Normal,19,1,ZombieMan,4,SCATTER,2.45,2.45,2
null,Normal,19,1,BlueGlobeZombie,1,SCATTER,2.45,2.45,1
null,Normal,19,1,BlueGlobeZombie,1,SCATTER,2.45,2.45,2
null,Normal,19,1,SheildTankZombie,1,LINE_CENTER,2.45,2.45,1
null,Normal,19,1,SheildTankZombie,1,LINE_CENTER,2.45,2.45,2
null,Normal,19,2,ZombieMan,3,SCATTER,4.05,4.05,1
null,Normal,19,2,ZombieMan,4,SCATTER,4.05,4.05,2
null,Normal,19,2,BlueGlobeZombie,1,SCATTER,4.05,4.05,1
null,Normal,19,2,BlueGlobeZombie,1,SCATTER,4.05,4.05,2
null,Normal,19,2,SheildTankZombie,1,LINE_CENTER,4.05,4.05,1
null,Normal,19,2,SheildTankZombie,1,LINE_CENTER,4.05,4.05,2
null,Normal,19,3,ZombieMan,4,SCATTER,5.64,5.64,1
null,Normal,19,3,ZombieMan,5,SCATTER,5.64,5.64,2
null,Normal,19,3,BlueGlobeZombie,1,SCATTER,5.64,5.64,1
null,Normal,19,3,BlueGlobeZombie,1,SCATTER,5.64,5.64,2
null,Normal,19,3,SheildTankZombie,1,LINE_CENTER,5.64,5.64,1
null,Normal,19,3,SheildTankZombie,1,LINE_CENTER,5.64,5.64,2
null,Normal,19,4,ZombieMan,3,SCATTER,7.24,7.24,1
null,Normal,19,4,ZombieMan,4,SCATTER,7.24,7.24,2
null,Normal,19,4,BlueGlobeZombie,1,SCATTER,7.24,7.24,1
null,Normal,19,4,BlueGlobeZombie,2,SCATTER,7.24,7.24,2
null,Normal,19,4,SheildTankZombie,1,LINE_CENTER,7.24,7.24,1
null,Normal,19,4,SheildTankZombie,2,LINE_CENTER,7.24,7.24,2
null,Normal,19,5,ZombieMan,1,SCATTER,8.84,8.84,1
null,Normal,19,5,ZombieMan,1,SCATTER,8.84,8.84,2
null,Normal,19,5,BlueGlobeZombie,1,SCATTER,8.84,8.84,1
null,Normal,19,5,BlueGlobeZombie,2,SCATTER,8.84,8.84,2
null,Normal,19,5,SheildTankZombie,1,LINE_CENTER,8.84,8.84,1
null,Normal,19,5,SheildTankZombie,2,LINE_CENTER,8.84,8.84,2
null,Normal,19,5,MadKnightZombie,1,LINE_CENTER,8.84,8.84,1
null,Normal,19,5,MadKnightZombie,1,LINE_CENTER,8.84,8.84,2
null,Normal,19,5,ZombieBoss,1,LINE_LEFT,8.84,8.84,2
null,Normal,19,6,ZombieMan,2,SCATTER,10.43,10.43,1
null,Normal,19,6,ZombieMan,2,SCATTER,10.43,10.43,2
null,Normal,19,6,BlueGlobeZombie,2,SCATTER,10.43,10.43,1
null,Normal,19,6,BlueGlobeZombie,2,SCATTER,10.43,10.43,2
null,Normal,19,6,SheildTankZombie,2,LINE_CENTER,10.43,10.43,1
null,Normal,19,6,SheildTankZombie,2,LINE_CENTER,10.43,10.43,2
null,Normal,19,6,MadKnightZombie,1,LINE_CENTER,10.43,10.43,1
null,Normal,19,6,MadKnightZombie,1,LINE_CENTER,10.43,10.43,2
null,Normal,19,7,ZombieMan,2,SCATTER,12.03,12.03,1
null,Normal,19,7,ZombieMan,3,SCATTER,12.03,12.03,2
null,Normal,19,7,BlueGlobeZombie,2,SCATTER,12.03,12.03,1
null,Normal,19,7,BlueGlobeZombie,2,SCATTER,12.03,12.03,2
null,Normal,19,7,SheildTankZombie,2,LINE_CENTER,12.03,12.03,1
null,Normal,19,7,SheildTankZombie,2,LINE_CENTER,12.03,12.03,2
null,Normal,19,7,MadKnightZombie,1,LINE_CENTER,12.03,12.03,1
null,Normal,19,7,MadKnightZombie,1,LINE_CENTER,12.03,12.03,2
null,Normal,19,8,ZombieMan,2,SCATTER,13.62,13.62,1
null,Normal,19,8,ZombieMan,3,SCATTER,13.62,13.62,2
null,Normal,19,8,BlueGlobeZombie,2,SCATTER,13.62,13.62,1
null,Normal,19,8,BlueGlobeZombie,2,SCATTER,13.62,13.62,2
null,Normal,19,8,SheildTankZombie,2,LINE_CENTER,13.62,13.62,1
null,Normal,19,8,SheildTankZombie,2,LINE_CENTER,13.62,13.62,2
null,Normal,19,8,MadKnightZombie,1,LINE_CENTER,13.62,13.62,1
null,Normal,19,8,MadKnightZombie,2,LINE_CENTER,13.62,13.62,2
null,Normal,19,9,ZombieMan,1,SCATTER,15.22,15.22,1
null,Normal,19,9,ZombieMan,2,SCATTER,15.22,15.22,2
null,Normal,19,9,BlueGlobeZombie,2,SCATTER,15.22,15.22,1
null,Normal,19,9,BlueGlobeZombie,3,SCATTER,15.22,15.22,2
null,Normal,19,9,SheildTankZombie,2,LINE_CENTER,15.22,15.22,1
null,Normal,19,9,SheildTankZombie,3,LINE_CENTER,15.22,15.22,2
null,Normal,19,9,MadKnightZombie,1,LINE_CENTER,15.22,15.22,1
null,Normal,19,9,MadKnightZombie,2,LINE_CENTER,15.22,15.22,2
null,Normal,19,10,BlueGlobeZombie,2,SCATTER,16.82,16.82,1
null,Normal,19,10,BlueGlobeZombie,3,SCATTER,16.82,16.82,2
null,Normal,19,10,SheildTankZombie,2,LINE_CENTER,16.82,16.82,1
null,Normal,19,10,SheildTankZombie,3,LINE_CENTER,16.82,16.82,2
null,Normal,19,10,MadKnightZombie,2,LINE_CENTER,16.82,16.82,1
null,Normal,19,10,MadKnightZombie,2,LINE_CENTER,16.82,16.82,2
null,Normal,19,10,BabaZombie,1,LINE_CENTER,16.82,16.82,1
null,Normal,19,10,BabaZombie,1,LINE_CENTER,16.82,16.82,2
null,Normal,19,10,YeahMagZombie,1,LINE_LEFT,16.82,16.82,2
null,Normal,19,11,BlueGlobeZombie,2,SCATTER,18.41,18.41,1
null,Normal,19,11,BlueGlobeZombie,4,SCATTER,18.41,18.41,2
null,Normal,19,11,SheildTankZombie,2,LINE_CENTER,18.41,18.41,1
null,Normal,19,11,SheildTankZombie,4,LINE_CENTER,18.41,18.41,2
null,Normal,19,11,MadKnightZombie,2,LINE_CENTER,18.41,18.41,1
null,Normal,19,11,MadKnightZombie,2,LINE_CENTER,18.41,18.41,2
null,Normal,19,11,BabaZombie,1,LINE_CENTER,18.41,18.41,1
null,Normal,19,11,BabaZombie,1,LINE_CENTER,18.41,18.41,2
null,Normal,19,12,BlueGlobeZombie,2,SCATTER,20.01,20.01,1
null,Normal,19,12,BlueGlobeZombie,4,SCATTER,20.01,20.01,2
null,Normal,19,12,SheildTankZombie,2,LINE_CENTER,20.01,20.01,1
null,Normal,19,12,SheildTankZombie,4,LINE_CENTER,20.01,20.01,2
null,Normal,19,12,MadKnightZombie,2,LINE_CENTER,20.01,20.01,1
null,Normal,19,12,MadKnightZombie,2,LINE_CENTER,20.01,20.01,2
null,Normal,19,12,BabaZombie,1,LINE_CENTER,20.01,20.01,1
null,Normal,19,12,BabaZombie,1,LINE_CENTER,20.01,20.01,2
null,Normal,19,13,BlueGlobeZombie,2,SCATTER,21.61,21.61,1
null,Normal,19,13,BlueGlobeZombie,4,SCATTER,21.61,21.61,2
null,Normal,19,13,SheildTankZombie,2,LINE_CENTER,21.61,21.61,1
null,Normal,19,13,SheildTankZombie,4,LINE_CENTER,21.61,21.61,2
null,Normal,19,13,MadKnightZombie,2,LINE_CENTER,21.61,21.61,1
null,Normal,19,13,MadKnightZombie,3,LINE_CENTER,21.61,21.61,2
null,Normal,19,13,BabaZombie,1,LINE_CENTER,21.61,21.61,1
null,Normal,19,13,BabaZombie,2,LINE_CENTER,21.61,21.61,2
null,Normal,19,14,BlueGlobeZombie,3,SCATTER,23.2,23.2,1
null,Normal,19,14,BlueGlobeZombie,4,SCATTER,23.2,23.2,2
null,Normal,19,14,SheildTankZombie,3,LINE_CENTER,23.2,23.2,1
null,Normal,19,14,SheildTankZombie,4,LINE_CENTER,23.2,23.2,2
null,Normal,19,14,MadKnightZombie,2,LINE_CENTER,23.2,23.2,1
null,Normal,19,14,MadKnightZombie,3,LINE_CENTER,23.2,23.2,2
null,Normal,19,14,BabaZombie,1,LINE_CENTER,23.2,23.2,1
null,Normal,19,14,BabaZombie,2,LINE_CENTER,23.2,23.2,2
null,Normal,19,15,BlueGlobeZombie,3,SCATTER,24.8,24.8,1
null,Normal,19,15,BlueGlobeZombie,4,SCATTER,24.8,24.8,2
null,Normal,19,15,SheildTankZombie,3,LINE_CENTER,24.8,24.8,1
null,Normal,19,15,SheildTankZombie,4,LINE_CENTER,24.8,24.8,2
null,Normal,19,15,MadKnightZombie,2,LINE_CENTER,24.8,24.8,1
null,Normal,19,15,MadKnightZombie,4,LINE_CENTER,24.8,24.8,2
null,Normal,19,15,BabaZombie,2,LINE_CENTER,24.8,24.8,1
null,Normal,19,15,BabaZombie,2,LINE_CENTER,24.8,24.8,2
null,Normal,19,15,POShieldZombie,1,LINE_LEFT,24.8,24.8,2
null,Normal,20,1,ZombieMan,3,SCATTER,2.55,2.55,1
null,Normal,20,1,ZombieMan,4,SCATTER,2.55,2.55,2
null,Normal,20,1,BlueGlobeZombie,1,SCATTER,2.55,2.55,1
null,Normal,20,1,BlueGlobeZombie,1,SCATTER,2.55,2.55,2
null,Normal,20,1,DefTankZombie,1,LINE_CENTER,2.55,2.55,1
null,Normal,20,1,DefTankZombie,1,LINE_CENTER,2.55,2.55,2
null,Normal,20,2,ZombieMan,4,SCATTER,4.2,4.2,1
null,Normal,20,2,ZombieMan,5,SCATTER,4.2,4.2,2
null,Normal,20,2,BlueGlobeZombie,1,SCATTER,4.2,4.2,1
null,Normal,20,2,BlueGlobeZombie,1,SCATTER,4.2,4.2,2
null,Normal,20,2,DefTankZombie,1,LINE_CENTER,4.2,4.2,1
null,Normal,20,2,DefTankZombie,1,LINE_CENTER,4.2,4.2,2
null,Normal,20,3,ZombieMan,4,SCATTER,5.84,5.84,1
null,Normal,20,3,ZombieMan,6,SCATTER,5.84,5.84,2
null,Normal,20,3,BlueGlobeZombie,1,SCATTER,5.84,5.84,1
null,Normal,20,3,BlueGlobeZombie,1,SCATTER,5.84,5.84,2
null,Normal,20,3,DefTankZombie,1,LINE_CENTER,5.84,5.84,1
null,Normal,20,3,DefTankZombie,1,LINE_CENTER,5.84,5.84,2
null,Normal,20,4,ZombieMan,4,SCATTER,7.49,7.49,1
null,Normal,20,4,ZombieMan,5,SCATTER,7.49,7.49,2
null,Normal,20,4,BlueGlobeZombie,1,SCATTER,7.49,7.49,1
null,Normal,20,4,BlueGlobeZombie,2,SCATTER,7.49,7.49,2
null,Normal,20,4,DefTankZombie,1,LINE_CENTER,7.49,7.49,1
null,Normal,20,4,DefTankZombie,2,LINE_CENTER,7.49,7.49,2
null,Normal,20,5,ZombieMan,3,SCATTER,9.13,9.13,1
null,Normal,20,5,ZombieMan,4,SCATTER,9.13,9.13,2
null,Normal,20,5,BlueGlobeZombie,1,SCATTER,9.13,9.13,1
null,Normal,20,5,BlueGlobeZombie,2,SCATTER,9.13,9.13,2
null,Normal,20,5,DefTankZombie,1,LINE_CENTER,9.13,9.13,1
null,Normal,20,5,DefTankZombie,2,LINE_CENTER,9.13,9.13,2
null,Normal,20,5,ZombieBoss,1,LINE_LEFT,9.13,9.13,2
null,Normal,20,6,ZombieMan,2,SCATTER,10.78,10.78,1
null,Normal,20,6,ZombieMan,3,SCATTER,10.78,10.78,2
null,Normal,20,6,BlueGlobeZombie,2,SCATTER,10.78,10.78,1
null,Normal,20,6,BlueGlobeZombie,2,SCATTER,10.78,10.78,2
null,Normal,20,6,DefTankZombie,2,LINE_CENTER,10.78,10.78,1
null,Normal,20,6,DefTankZombie,2,LINE_CENTER,10.78,10.78,2
null,Normal,20,6,AssasineZombie,1,SCATTER,10.78,10.78,1
null,Normal,20,6,AssasineZombie,1,SCATTER,10.78,10.78,2
null,Normal,20,7,ZombieMan,2,SCATTER,12.42,12.42,1
null,Normal,20,7,ZombieMan,4,SCATTER,12.42,12.42,2
null,Normal,20,7,BlueGlobeZombie,2,SCATTER,12.42,12.42,1
null,Normal,20,7,BlueGlobeZombie,2,SCATTER,12.42,12.42,2
null,Normal,20,7,DefTankZombie,2,LINE_CENTER,12.42,12.42,1
null,Normal,20,7,DefTankZombie,2,LINE_CENTER,12.42,12.42,2
null,Normal,20,7,AssasineZombie,1,SCATTER,12.42,12.42,1
null,Normal,20,7,AssasineZombie,1,SCATTER,12.42,12.42,2
null,Normal,20,8,ZombieMan,3,SCATTER,14.07,14.07,1
null,Normal,20,8,ZombieMan,5,SCATTER,14.07,14.07,2
null,Normal,20,8,BlueGlobeZombie,2,SCATTER,14.07,14.07,1
null,Normal,20,8,BlueGlobeZombie,2,SCATTER,14.07,14.07,2
null,Normal,20,8,DefTankZombie,2,LINE_CENTER,14.07,14.07,1
null,Normal,20,8,DefTankZombie,2,LINE_CENTER,14.07,14.07,2
null,Normal,20,8,AssasineZombie,1,SCATTER,14.07,14.07,1
null,Normal,20,8,AssasineZombie,1,SCATTER,14.07,14.07,2
null,Normal,20,9,ZombieMan,2,SCATTER,15.72,15.72,1
null,Normal,20,9,ZombieMan,3,SCATTER,15.72,15.72,2
null,Normal,20,9,BlueGlobeZombie,2,SCATTER,15.72,15.72,1
null,Normal,20,9,BlueGlobeZombie,3,SCATTER,15.72,15.72,2
null,Normal,20,9,DefTankZombie,2,LINE_CENTER,15.72,15.72,1
null,Normal,20,9,DefTankZombie,3,LINE_CENTER,15.72,15.72,2
null,Normal,20,9,AssasineZombie,1,SCATTER,15.72,15.72,1
null,Normal,20,9,AssasineZombie,2,SCATTER,15.72,15.72,2
null,Normal,20,10,ZombieMan,1,SCATTER,17.36,17.36,2
null,Normal,20,10,BlueGlobeZombie,2,SCATTER,17.36,17.36,1
null,Normal,20,10,BlueGlobeZombie,3,SCATTER,17.36,17.36,2
null,Normal,20,10,DefTankZombie,2,LINE_CENTER,17.36,17.36,1
null,Normal,20,10,DefTankZombie,3,LINE_CENTER,17.36,17.36,2
null,Normal,20,10,AssasineZombie,1,SCATTER,17.36,17.36,1
null,Normal,20,10,AssasineZombie,2,SCATTER,17.36,17.36,2
null,Normal,20,10,POShieldZombie,1,LINE_LEFT,17.36,17.36,2
null,Normal,20,11,BlueGlobeZombie,2,SCATTER,19.01,19.01,1
null,Normal,20,11,BlueGlobeZombie,4,SCATTER,19.01,19.01,2
null,Normal,20,11,DefTankZombie,2,LINE_CENTER,19.01,19.01,1
null,Normal,20,11,DefTankZombie,4,LINE_CENTER,19.01,19.01,2
null,Normal,20,11,AssasineZombie,2,SCATTER,19.01,19.01,1
null,Normal,20,11,AssasineZombie,2,SCATTER,19.01,19.01,2
null,Normal,20,11,PoliceKnightZombie,1,LINE_CENTER,19.01,19.01,1
null,Normal,20,11,PoliceKnightZombie,1,LINE_CENTER,19.01,19.01,2
null,Normal,20,12,ZombieMan,1,SCATTER,20.65,20.65,2
null,Normal,20,12,BlueGlobeZombie,2,SCATTER,20.65,20.65,1
null,Normal,20,12,BlueGlobeZombie,4,SCATTER,20.65,20.65,2
null,Normal,20,12,DefTankZombie,2,LINE_CENTER,20.65,20.65,1
null,Normal,20,12,DefTankZombie,4,LINE_CENTER,20.65,20.65,2
null,Normal,20,12,AssasineZombie,2,SCATTER,20.65,20.65,1
null,Normal,20,12,AssasineZombie,2,SCATTER,20.65,20.65,2
null,Normal,20,12,PoliceKnightZombie,1,LINE_CENTER,20.65,20.65,1
null,Normal,20,12,PoliceKnightZombie,1,LINE_CENTER,20.65,20.65,2
null,Normal,20,13,ZombieMan,1,SCATTER,22.3,22.3,1
null,Normal,20,13,ZombieMan,2,SCATTER,22.3,22.3,2
null,Normal,20,13,BlueGlobeZombie,2,SCATTER,22.3,22.3,1
null,Normal,20,13,BlueGlobeZombie,4,SCATTER,22.3,22.3,2
null,Normal,20,13,DefTankZombie,2,LINE_CENTER,22.3,22.3,1
null,Normal,20,13,DefTankZombie,4,LINE_CENTER,22.3,22.3,2
null,Normal,20,13,AssasineZombie,2,SCATTER,22.3,22.3,1
null,Normal,20,13,AssasineZombie,2,SCATTER,22.3,22.3,2
null,Normal,20,13,PoliceKnightZombie,1,LINE_CENTER,22.3,22.3,1
null,Normal,20,13,PoliceKnightZombie,1,LINE_CENTER,22.3,22.3,2
null,Normal,20,14,BlueGlobeZombie,3,SCATTER,23.95,23.95,1
null,Normal,20,14,BlueGlobeZombie,4,SCATTER,23.95,23.95,2
null,Normal,20,14,DefTankZombie,3,LINE_CENTER,23.95,23.95,1
null,Normal,20,14,DefTankZombie,4,LINE_CENTER,23.95,23.95,2
null,Normal,20,14,AssasineZombie,2,SCATTER,23.95,23.95,1
null,Normal,20,14,AssasineZombie,3,SCATTER,23.95,23.95,2
null,Normal,20,14,PoliceKnightZombie,1,LINE_CENTER,23.95,23.95,1
null,Normal,20,14,PoliceKnightZombie,2,LINE_CENTER,23.95,23.95,2
null,Normal,20,15,BlueGlobeZombie,3,SCATTER,25.59,25.59,1
null,Normal,20,15,BlueGlobeZombie,4,SCATTER,25.59,25.59,2
null,Normal,20,15,DefTankZombie,3,LINE_CENTER,25.59,25.59,1
null,Normal,20,15,DefTankZombie,4,LINE_CENTER,25.59,25.59,2
null,Normal,20,15,AssasineZombie,2,SCATTER,25.59,25.59,1
null,Normal,20,15,AssasineZombie,3,SCATTER,25.59,25.59,2
null,Normal,20,15,PoliceKnightZombie,1,LINE_CENTER,25.59,25.59,1
null,Normal,20,15,PoliceKnightZombie,2,LINE_CENTER,25.59,25.59,2
null,Normal,20,15,YeahMagZombie,1,LINE_LEFT,25.59,25.59,2
null,Normal,20,16,BlueGlobeZombie,3,SCATTER,27.24,27.24,1
null,Normal,20,16,BlueGlobeZombie,5,SCATTER,27.24,27.24,2
null,Normal,20,16,DefTankZombie,3,LINE_CENTER,27.24,27.24,1
null,Normal,20,16,DefTankZombie,5,LINE_CENTER,27.24,27.24,2
null,Normal,20,16,AssasineZombie,2,SCATTER,27.24,27.24,1
null,Normal,20,16,AssasineZombie,4,SCATTER,27.24,27.24,2
null,Normal,20,16,PoliceKnightZombie,2,LINE_CENTER,27.24,27.24,1
null,Normal,20,16,PoliceKnightZombie,2,LINE_CENTER,27.24,27.24,2
null,Normal,20,17,BlueGlobeZombie,3,SCATTER,28.88,28.88,1
null,Normal,20,17,BlueGlobeZombie,5,SCATTER,28.88,28.88,2
null,Normal,20,17,DefTankZombie,3,LINE_CENTER,28.88,28.88,1
null,Normal,20,17,DefTankZombie,5,LINE_CENTER,28.88,28.88,2
null,Normal,20,17,AssasineZombie,2,SCATTER,28.88,28.88,1
null,Normal,20,17,AssasineZombie,4,SCATTER,28.88,28.88,2
null,Normal,20,17,PoliceKnightZombie,2,LINE_CENTER,28.88,28.88,1
null,Normal,20,17,PoliceKnightZombie,2,LINE_CENTER,28.88,28.88,2
null,Normal,20,18,BlueGlobeZombie,3,SCATTER,30.53,30.53,1
null,Normal,20,18,BlueGlobeZombie,5,SCATTER,30.53,30.53,2
null,Normal,20,18,DefTankZombie,3,LINE_CENTER,30.53,30.53,1
null,Normal,20,18,DefTankZombie,5,LINE_CENTER,30.53,30.53,2
null,Normal,20,18,AssasineZombie,2,SCATTER,30.53,30.53,1
null,Normal,20,18,AssasineZombie,4,SCATTER,30.53,30.53,2
null,Normal,20,18,PoliceKnightZombie,2,LINE_CENTER,30.53,30.53,1
null,Normal,20,18,PoliceKnightZombie,2,LINE_CENTER,30.53,30.53,2
null,Normal,20,19,BlueGlobeZombie,4,SCATTER,32.17,32.17,1
null,Normal,20,19,BlueGlobeZombie,5,SCATTER,32.17,32.17,2
null,Normal,20,19,DefTankZombie,4,LINE_CENTER,32.17,32.17,1
null,Normal,20,19,DefTankZombie,5,LINE_CENTER,32.17,32.17,2
null,Normal,20,19,AssasineZombie,3,SCATTER,32.17,32.17,1
null,Normal,20,19,AssasineZombie,4,SCATTER,32.17,32.17,2
null,Normal,20,19,PoliceKnightZombie,2,LINE_CENTER,32.17,32.17,1
null,Normal,20,19,PoliceKnightZombie,3,LINE_CENTER,32.17,32.17,2
null,Normal,20,20,BlueGlobeZombie,4,SCATTER,33.82,33.82,1
null,Normal,20,20,BlueGlobeZombie,5,SCATTER,33.82,33.82,2
null,Normal,20,20,DefTankZombie,4,LINE_CENTER,33.82,33.82,1
null,Normal,20,20,DefTankZombie,5,LINE_CENTER,33.82,33.82,2
null,Normal,20,20,AssasineZombie,3,SCATTER,33.82,33.82,1
null,Normal,20,20,AssasineZombie,4,SCATTER,33.82,33.82,2
null,Normal,20,20,PoliceKnightZombie,2,LINE_CENTER,33.82,33.82,1
null,Normal,20,20,PoliceKnightZombie,3,LINE_CENTER,33.82,33.82,2
null,Normal,20,20,RushZombieBoss,1,LINE_LEFT,33.82,33.82,2
null,Normal,21,1,ZombieMan,2,SCATTER,2.65,2.65,1
null,Normal,21,1,ZombieMan,3,SCATTER,2.65,2.65,2
null,Normal,21,1,NeighborZombie,1,SCATTER,2.65,2.65,1
null,Normal,21,1,NeighborZombie,1,SCATTER,2.65,2.65,2
null,Normal,21,1,BasketZombie,1,SCATTER,2.65,2.65,1
null,Normal,21,1,BasketZombie,1,SCATTER,2.65,2.65,2
null,Normal,21,2,ZombieMan,2,SCATTER,4.47,4.47,1
null,Normal,21,2,ZombieMan,4,SCATTER,4.47,4.47,2
null,Normal,21,2,NeighborZombie,1,SCATTER,4.47,4.47,1
null,Normal,21,2,NeighborZombie,1,SCATTER,4.47,4.47,2
null,Normal,21,2,BasketZombie,1,SCATTER,4.47,4.47,1
null,Normal,21,2,BasketZombie,1,SCATTER,4.47,4.47,2
null,Normal,21,3,ZombieMan,3,SCATTER,6.29,6.29,1
null,Normal,21,3,ZombieMan,5,SCATTER,6.29,6.29,2
null,Normal,21,3,NeighborZombie,1,SCATTER,6.29,6.29,1
null,Normal,21,3,NeighborZombie,1,SCATTER,6.29,6.29,2
null,Normal,21,3,BasketZombie,1,SCATTER,6.29,6.29,1
null,Normal,21,3,BasketZombie,1,SCATTER,6.29,6.29,2
null,Normal,21,4,ZombieMan,1,SCATTER,8.11,8.11,1
null,Normal,21,4,ZombieMan,1,SCATTER,8.11,8.11,2
null,Normal,21,4,NeighborZombie,1,SCATTER,8.11,8.11,1
null,Normal,21,4,NeighborZombie,2,SCATTER,8.11,8.11,2
null,Normal,21,4,BasketZombie,1,SCATTER,8.11,8.11,1
null,Normal,21,4,BasketZombie,2,SCATTER,8.11,8.11,2
null,Normal,21,4,MaskKnifeZombie,1,SCATTER,8.11,8.11,1
null,Normal,21,4,MaskKnifeZombie,1,SCATTER,8.11,8.11,2
null,Normal,21,5,NeighborZombie,1,SCATTER,9.93,9.93,1
null,Normal,21,5,NeighborZombie,2,SCATTER,9.93,9.93,2
null,Normal,21,5,BasketZombie,1,SCATTER,9.93,9.93,1
null,Normal,21,5,BasketZombie,2,SCATTER,9.93,9.93,2
null,Normal,21,5,MaskKnifeZombie,1,SCATTER,9.93,9.93,1
null,Normal,21,5,MaskKnifeZombie,1,SCATTER,9.93,9.93,2
null,Normal,21,5,ZombieBoss,1,LINE_LEFT,9.93,9.93,2
null,Normal,21,6,ZombieMan,1,SCATTER,11.74,11.74,1
null,Normal,21,6,ZombieMan,1,SCATTER,11.74,11.74,2
null,Normal,21,6,NeighborZombie,2,SCATTER,11.74,11.74,1
null,Normal,21,6,NeighborZombie,2,SCATTER,11.74,11.74,2
null,Normal,21,6,BasketZombie,2,SCATTER,11.74,11.74,1
null,Normal,21,6,BasketZombie,2,SCATTER,11.74,11.74,2
null,Normal,21,6,MaskKnifeZombie,1,SCATTER,11.74,11.74,1
null,Normal,21,6,MaskKnifeZombie,1,SCATTER,11.74,11.74,2
null,Normal,21,7,NeighborZombie,2,SCATTER,13.56,13.56,1
null,Normal,21,7,NeighborZombie,2,SCATTER,13.56,13.56,2
null,Normal,21,7,BasketZombie,2,SCATTER,13.56,13.56,1
null,Normal,21,7,BasketZombie,2,SCATTER,13.56,13.56,2
null,Normal,21,7,MaskKnifeZombie,1,SCATTER,13.56,13.56,1
null,Normal,21,7,MaskKnifeZombie,2,SCATTER,13.56,13.56,2
null,Normal,21,7,HammerZombie,1,LINE_LEFT,13.56,13.56,1
null,Normal,21,7,HammerZombie,1,LINE_LEFT,13.56,13.56,2
null,Normal,21,8,NeighborZombie,2,SCATTER,15.38,15.38,1
null,Normal,21,8,NeighborZombie,2,SCATTER,15.38,15.38,2
null,Normal,21,8,BasketZombie,2,SCATTER,15.38,15.38,1
null,Normal,21,8,BasketZombie,2,SCATTER,15.38,15.38,2
null,Normal,21,8,MaskKnifeZombie,1,SCATTER,15.38,15.38,1
null,Normal,21,8,MaskKnifeZombie,2,SCATTER,15.38,15.38,2
null,Normal,21,8,HammerZombie,1,LINE_LEFT,15.38,15.38,1
null,Normal,21,8,HammerZombie,1,LINE_LEFT,15.38,15.38,2
null,Normal,21,9,NeighborZombie,2,SCATTER,17.2,17.2,1
null,Normal,21,9,NeighborZombie,3,SCATTER,17.2,17.2,2
null,Normal,21,9,BasketZombie,2,SCATTER,17.2,17.2,1
null,Normal,21,9,BasketZombie,3,SCATTER,17.2,17.2,2
null,Normal,21,9,MaskKnifeZombie,2,SCATTER,17.2,17.2,1
null,Normal,21,9,MaskKnifeZombie,2,SCATTER,17.2,17.2,2
null,Normal,21,9,HammerZombie,1,LINE_LEFT,17.2,17.2,1
null,Normal,21,9,HammerZombie,1,LINE_LEFT,17.2,17.2,2
null,Normal,21,10,NeighborZombie,2,SCATTER,19.02,19.02,1
null,Normal,21,10,NeighborZombie,3,SCATTER,19.02,19.02,2
null,Normal,21,10,BasketZombie,2,SCATTER,19.02,19.02,1
null,Normal,21,10,BasketZombie,3,SCATTER,19.02,19.02,2
null,Normal,21,10,MaskKnifeZombie,2,SCATTER,19.02,19.02,1
null,Normal,21,10,MaskKnifeZombie,2,SCATTER,19.02,19.02,2
null,Normal,21,10,HammerZombie,1,LINE_LEFT,19.02,19.02,1
null,Normal,21,10,HammerZombie,2,LINE_LEFT,19.02,19.02,2
null,Normal,21,10,BatSkullZombie,1,LINE_LEFT,19.02,19.02,2
null,Normal,22,1,ZombieMan,2,SCATTER,2.75,2.75,1
null,Normal,22,1,ZombieMan,3,SCATTER,2.75,2.75,2
null,Normal,22,1,NeighborZombie,1,SCATTER,2.75,2.75,1
null,Normal,22,1,NeighborZombie,1,SCATTER,2.75,2.75,2
null,Normal,22,1,BasketZombie,1,SCATTER,2.75,2.75,1
null,Normal,22,1,BasketZombie,1,SCATTER,2.75,2.75,2
null,Normal,22,2,ZombieMan,2,SCATTER,4.65,4.65,1
null,Normal,22,2,ZombieMan,4,SCATTER,4.65,4.65,2
null,Normal,22,2,NeighborZombie,1,SCATTER,4.65,4.65,1
null,Normal,22,2,NeighborZombie,1,SCATTER,4.65,4.65,2
null,Normal,22,2,BasketZombie,1,SCATTER,4.65,4.65,1
null,Normal,22,2,BasketZombie,1,SCATTER,4.65,4.65,2
null,Normal,22,3,ZombieMan,3,SCATTER,6.55,6.55,1
null,Normal,22,3,ZombieMan,5,SCATTER,6.55,6.55,2
null,Normal,22,3,NeighborZombie,1,SCATTER,6.55,6.55,1
null,Normal,22,3,NeighborZombie,1,SCATTER,6.55,6.55,2
null,Normal,22,3,BasketZombie,1,SCATTER,6.55,6.55,1
