null,mode,stage,wave,enemy_type,count,formation_type,hp_multiplier,attack_multiplier
null,Normal,29,12,PushZombie,10,LINE_CENTER,10.01,5.66
null,Normal,29,12,RushZombie,4,SCATTER,10.01,5.66
null,Normal,29,12,ZombieMan,54,SCATTER,10.01,5.66
null,Normal,29,12,ZzangDoleZombie,16,LINE_LEFT,10.01,5.66
null,Normal,29,13,BoomZombie,2,SCATTER,10.08,5.71
null,Normal,29,13,PushZombie,10,LINE_RIGHT,10.08,5.71
null,Normal,29,13,RushZombie,4,SCATTER,10.08,5.71
null,Normal,29,13,ZombieMan,55,SCATTER,10.08,5.71
null,Normal,29,13,ZzangDoleZombie,16,LINE_LEFT,10.08,5.71
null,Normal,29,14,BoomZombie,2,SCATTER,10.16,5.75
null,Normal,29,14,PushZombie,10,LINE_CENTER,10.16,5.75
null,Normal,29,14,RushZombie,4,SCATTER,10.16,5.75
null,Normal,29,14,ZombieMan,56,SCATTER,10.16,5.75
null,Normal,29,14,ZzangDoleZombie,16,LINE_LEFT,10.16,5.75
null,Normal,29,15,BoomZombie,2,SCATTER,10.23,5.79
null,Normal,29,15,PushZombie,11,LINE_RIGHT,10.23,5.79
null,Normal,29,15,RushZombie,4,SCATTER,10.23,5.79
null,Normal,29,15,ZombieMan,58,SCATTER,10.23,5.79
null,Normal,29,15,ZzangDoleZombie,16,LINE_LEFT,10.23,5.79
null,Normal,29,16,BoomZombie,2,SCATTER,10.31,5.83
null,Normal,29,16,PushZombie,11,LINE_CENTER,10.31,5.83
null,Normal,29,16,RushZombie,4,SCATTER,10.31,5.83
null,Normal,29,16,ZombieMan,59,SCATTER,10.31,5.83
null,Normal,29,16,ZzangDoleZombie,17,LINE_LEFT,10.31,5.83
null,Normal,29,17,BoomZombie,2,SCATTER,10.38,5.87
null,Normal,29,17,PushZombie,11,LINE_RIGHT,10.38,5.87
null,Normal,29,17,RushZombie,4,SCATTER,10.38,5.87
null,Normal,29,17,ZombieMan,60,SCATTER,10.38,5.87
null,Normal,29,17,ZzangDoleZombie,17,LINE_LEFT,10.38,5.87
null,Normal,29,18,BoomZombie,2,SCATTER,10.45,5.92
null,Normal,29,18,PushZombie,11,LINE_CENTER,10.45,5.92
null,Normal,29,18,RushZombie,4,SCATTER,10.45,5.92
null,Normal,29,18,ZombieMan,62,SCATTER,10.45,5.92
null,Normal,29,18,ZzangDoleZombie,17,LINE_LEFT,10.45,5.92
null,Normal,29,19,BoomZombie,2,SCATTER,10.53,5.96
null,Normal,29,19,PushZombie,12,LINE_RIGHT,10.53,5.96
null,Normal,29,19,RushZombie,4,SCATTER,10.53,5.96
null,Normal,29,19,ZombieMan,63,SCATTER,10.53,5.96
null,Normal,29,19,ZzangDoleZombie,17,LINE_LEFT,10.53,5.96
null,Normal,29,20,BoomZombieBoss,1,BOSS_CENTER,19.08,6
null,Normal,29,20,PushZombie,5,LINE_RIGHT,10.6,6
null,Normal,29,20,RushZombieBoss,2,BOSS_CENTER,19.08,6
null,Normal,29,20,RushZombieBoss2,2,BOSS_CENTER,19.08,6
null,Normal,29,20,ZombieMan,32,SCATTER,10.6,6
null,Normal,29,20,ZzangDoleZombie,17,LINE_LEFT,10.6,6
null,Normal,30,1,PushZombie,1,LINE_RIGHT,10,5.5
null,Normal,30,1,ZombieMan,4,SCATTER,10,5.5
null,Normal,30,1,ZzangDoleZombie,1,LINE_LEFT,10,5.5
null,Normal,30,2,ZombieMan,33,SCATTER,10.11,5.58
null,Normal,30,2,ZzangDoleZombie,16,LINE_LEFT,10.11,5.58
null,Normal,30,3,PushZombie,6,LINE_RIGHT,10.21,5.66
null,Normal,30,3,RushZombie,1,SCATTER,10.21,5.66
null,Normal,30,3,ZombieMan,34,SCATTER,10.21,5.66
null,Normal,30,3,ZzangDoleZombie,16,LINE_LEFT,10.21,5.66
null,Normal,30,4,PushZombie,6,LINE_CENTER,10.32,5.74
null,Normal,30,4,RushZombie,1,SCATTER,10.32,5.74
null,Normal,30,4,ZombieMan,36,SCATTER,10.32,5.74
null,Normal,30,4,ZzangDoleZombie,16,LINE_LEFT,10.32,5.74
null,Normal,30,5,BoomZombie,2,SCATTER,10.42,5.82
null,Normal,30,5,PushZombie,8,LINE_RIGHT,10.42,5.82
null,Normal,30,5,RushZombie,2,SCATTER,10.42,5.82
null,Normal,30,5,ZombieMan,46,SCATTER,10.42,5.82
null,Normal,30,5,ZzangDoleZombie,16,LINE_LEFT,10.42,5.82
null,Normal,30,6,BoomZombie,2,SCATTER,10.53,5.89
null,Normal,30,6,PushZombie,9,LINE_CENTER,10.53,5.89
null,Normal,30,6,RushZombie,2,SCATTER,10.53,5.89
null,Normal,30,6,ZombieMan,47,SCATTER,10.53,5.89
null,Normal,30,6,ZzangDoleZombie,16,LINE_LEFT,10.53,5.89
null,Normal,30,7,BoomZombie,2,SCATTER,10.63,5.97
null,Normal,30,7,PushZombie,9,LINE_RIGHT,10.63,5.97
null,Normal,30,7,RushZombie,2,SCATTER,10.63,5.97
null,Normal,30,7,ZombieMan,49,SCATTER,10.63,5.97
null,Normal,30,7,ZzangDoleZombie,16,LINE_LEFT,10.63,5.97
null,Normal,30,8,BoomZombie,2,SCATTER,10.74,6.05
null,Normal,30,8,PushZombie,9,LINE_CENTER,10.74,6.05
null,Normal,30,8,RushZombie,4,SCATTER,10.74,6.05
null,Normal,30,8,ZombieMan,50,SCATTER,10.74,6.05
null,Normal,30,8,ZzangDoleZombie,16,LINE_LEFT,10.74,6.05
null,Normal,30,9,BoomZombie,2,SCATTER,10.84,6.13
null,Normal,30,9,PushZombie,9,LINE_RIGHT,10.84,6.13
null,Normal,30,9,RushZombie,4,SCATTER,10.84,6.13
null,Normal,30,9,ZombieMan,51,SCATTER,10.84,6.13
null,Normal,30,9,ZzangDoleZombie,16,LINE_LEFT,10.84,6.13
null,Normal,30,10,BoomZombieBoss,1,BOSS_CENTER,19.71,6.21
null,Normal,30,10,PushZombie,5,LINE_RIGHT,10.95,6.21
null,Normal,30,10,PushZombieBoss,2,BOSS_CENTER,19.71,6.21
null,Normal,30,10,RushZombieBoss,2,BOSS_CENTER,19.71,6.21
null,Normal,30,10,RushZombieBoss2,2,BOSS_CENTER,19.71,6.21
null,Normal,30,10,ZombieBoss,2,BOSS_CENTER,19.71,6.21
null,Normal,30,10,ZombieMan,33,SCATTER,10.95,6.21
null,Normal,30,10,ZzangDoleZombie,16,LINE_LEFT,10.95,6.21
null,Normal,30,10,ZzangDoleZombieBoss,2,BOSS_CENTER,19.71,6.21
null,Normal,30,11,BoomZombie,2,SCATTER,11.05,6.29
null,Normal,30,11,PushZombie,10,LINE_RIGHT,11.05,6.29
null,Normal,30,11,RushZombie,4,SCATTER,11.05,6.29
null,Normal,30,11,ZombieMan,54,SCATTER,11.05,6.29
null,Normal,30,11,ZzangDoleZombie,17,LINE_LEFT,11.05,6.29
null,Normal,30,12,BoomZombie,2,SCATTER,11.16,6.37
null,Normal,30,12,PushZombie,10,LINE_CENTER,11.16,6.37
null,Normal,30,12,RushZombie,4,SCATTER,11.16,6.37
null,Normal,30,12,ZombieMan,55,SCATTER,11.16,6.37
null,Normal,30,12,ZzangDoleZombie,17,LINE_LEFT,11.16,6.37
null,Normal,30,13,BoomZombie,2,SCATTER,11.26,6.45
null,Normal,30,13,PushZombie,10,LINE_RIGHT,11.26,6.45
null,Normal,30,13,RushZombie,4,SCATTER,11.26,6.45
null,Normal,30,13,ZombieMan,56,SCATTER,11.26,6.45
null,Normal,30,13,ZzangDoleZombie,17,LINE_LEFT,11.26,6.45
null,Normal,30,14,BoomZombie,2,SCATTER,11.37,6.53
null,Normal,30,14,PushZombie,11,LINE_CENTER,11.37,6.53
null,Normal,30,14,RushZombie,4,SCATTER,11.37,6.53
null,Normal,30,14,ZombieMan,58,SCATTER,11.37,6.53
null,Normal,30,14,ZzangDoleZombie,17,LINE_LEFT,11.37,6.53
null,Normal,30,15,BoomZombie,2,SCATTER,11.47,6.61
null,Normal,30,15,PushZombie,11,LINE_RIGHT,11.47,6.61
null,Normal,30,15,RushZombie,4,SCATTER,11.47,6.61
null,Normal,30,15,ZombieMan,59,SCATTER,11.47,6.61
null,Normal,30,15,ZzangDoleZombie,17,LINE_LEFT,11.47,6.61
null,Normal,30,16,BoomZombie,2,SCATTER,11.58,6.68
null,Normal,30,16,PushZombie,11,LINE_CENTER,11.58,6.68
null,Normal,30,16,RushZombie,4,SCATTER,11.58,6.68
null,Normal,30,16,ZombieMan,60,SCATTER,11.58,6.68
null,Normal,30,16,ZzangDoleZombie,17,LINE_LEFT,11.58,6.68
null,Normal,30,17,BoomZombie,2,SCATTER,11.68,6.76
null,Normal,30,17,PushZombie,11,LINE_RIGHT,11.68,6.76
null,Normal,30,17,RushZombie,4,SCATTER,11.68,6.76
null,Normal,30,17,ZombieMan,62,SCATTER,11.68,6.76
null,Normal,30,17,ZzangDoleZombie,17,LINE_LEFT,11.68,6.76
null,Normal,30,18,BoomZombie,2,SCATTER,11.79,6.84
null,Normal,30,18,PushZombie,12,LINE_CENTER,11.79,6.84
null,Normal,30,18,RushZombie,4,SCATTER,11.79,6.84
null,Normal,30,18,ZombieMan,63,SCATTER,11.79,6.84
null,Normal,30,18,ZzangDoleZombie,17,LINE_LEFT,11.79,6.84
null,Normal,30,19,BoomZombie,2,SCATTER,11.89,6.92
null,Normal,30,19,PushZombie,12,LINE_RIGHT,11.89,6.92
null,Normal,30,19,RushZombie,4,SCATTER,11.89,6.92
null,Normal,30,19,ZombieMan,64,SCATTER,11.89,6.92
null,Normal,30,19,ZzangDoleZombie,17,LINE_LEFT,11.89,6.92
null,Normal,30,20,BoomZombieBoss,1,BOSS_CENTER,21.6,7
null,Normal,30,20,PushZombie,5,LINE_RIGHT,12,7
null,Normal,30,20,PushZombieBoss,2,BOSS_CENTER,21.6,7
null,Normal,30,20,RushZombieBoss,2,BOSS_CENTER,21.6,7
null,Normal,30,20,RushZombieBoss2,2,BOSS_CENTER,21.6,7
null,Normal,30,20,ZombieBoss,2,BOSS_CENTER,21.6,7
null,Normal,30,20,ZombieMan,33,SCATTER,12,7
null,Normal,30,20,ZzangDoleZombie,17,LINE_LEFT,12,7
null,Normal,30,20,ZzangDoleZombieBoss,2,BOSS_CENTER,21.6,7
null,Normal,30,19,ZzangDoleZombie,17,LINE_LEFT,11.89,6.92
null,Normal,30,19,PushZombie,9,LINE_RIGHT,11.89,6.92
null,Normal,30,19,RushZombie,4,SCATTER,11.89,6.92
null,Normal,30,19,BoomZombie,2,SCATTER,11.89,6.92
null,Normal,30,20,ZombieBoss,1,BOSS_CENTER,21.6,7
null,Normal,30,20,ZzangDoleZombieBoss,1,BOSS_CENTER,21.6,7
null,Normal,30,20,PushZombieBoss,1,BOSS_CENTER,21.6,7
null,Normal,30,20,RushZombieBoss,1,BOSS_CENTER,21.6,7
null,Normal,30,20,RushZombieBoss2,1,BOSS_CENTER,21.6,7
null,Normal,30,20,BoomZombieBoss,1,BOSS_CENTER,21.6,7
null,Normal,30,20,ZombieMan,25,SCATTER,12,7
null,Normal,30,20,ZzangDoleZombie,17,LINE_LEFT,12,7
null,Normal,30,20,PushZombie,4,LINE_RIGHT,12,7
null,Hard,1,1,ZzangDoleZombie,14,LINE_LEFT,0.7,0.275
null,Hard,1,1,ZombieMan,17,SCATTER,0.7,0.55
null,Hard,1,1,PushZombie,2,LINE_RIGHT,0.7,0.55
null,Hard,1,2,ZzangDoleZombie,3,LINE_LEFT,0.72,0.28
null,Hard,1,2,ZombieMan,3,SCATTER,0.72,0.56
null,Hard,1,2,PushZombie,3,LINE_CENTER,0.72,0.56
null,Hard,1,3,ZzangDoleZombie,3,LINE_LEFT,0.74,0.29
null,Hard,1,3,ZombieMan,3,SCATTER,0.74,0.58
null,Hard,1,3,PushZombie,3,LINE_RIGHT,0.74,0.58
null,Hard,1,4,ZzangDoleZombie,3,LINE_LEFT,0.76,0.295
null,Hard,1,4,ZombieMan,3,SCATTER,0.76,0.59
null,Hard,1,4,PushZombie,3,LINE_CENTER,0.76,0.59
null,Hard,1,5,ZzangDoleZombie,3,LINE_LEFT,0.79,0.305
null,Hard,1,5,ZombieMan,4,SCATTER,0.79,0.61
null,Hard,1,5,PushZombie,4,LINE_RIGHT,0.79,0.61
null,Hard,1,6,ZzangDoleZombie,4,LINE_LEFT,0.81,0.31
null,Hard,1,6,ZombieMan,2,SCATTER,0.81,0.62
null,Hard,1,6,PushZombie,2,LINE_CENTER,0.81,0.62
null,Hard,1,7,ZzangDoleZombie,3,LINE_LEFT,0.83,0.32
null,Hard,1,7,ZombieMan,3,SCATTER,0.83,0.64
null,Hard,1,7,PushZombie,3,LINE_RIGHT,0.83,0.64
null,Hard,1,8,ZzangDoleZombie,3,LINE_LEFT,0.85,0.325
null,Hard,1,8,ZombieMan,3,SCATTER,0.85,0.65
null,Hard,1,8,PushZombie,3,LINE_CENTER,0.85,0.65
null,Hard,1,9,ZzangDoleZombie,3,LINE_LEFT,0.87,0.33
null,Hard,1,9,ZombieMan,3,SCATTER,0.87,0.66
null,Hard,1,9,PushZombie,3,LINE_RIGHT,0.87,0.66
null,Hard,1,10,ZzangDoleZombie,3,LINE_LEFT,0.89,0.34
null,Hard,1,10,ZombieMan,4,SCATTER,0.89,0.68
null,Hard,1,10,PushZombie,4,LINE_CENTER,0.89,0.68
null,Hard,1,11,ZzangDoleZombie,4,LINE_LEFT,0.91,0.345
null,Hard,1,11,ZombieMan,4,SCATTER,0.91,0.69
null,Hard,1,11,PushZombie,4,LINE_RIGHT,0.91,0.69
null,Hard,1,12,ZzangDoleZombie,4,LINE_LEFT,0.94,0.355
null,Hard,1,12,ZombieMan,2,SCATTER,0.94,0.71
null,Hard,1,12,PushZombie,3,LINE_CENTER,0.94,0.71
null,Hard,1,13,ZzangDoleZombie,3,LINE_LEFT,0.96,0.36
null,Hard,1,13,ZombieMan,3,SCATTER,0.96,0.72
null,Hard,1,13,PushZombie,3,LINE_RIGHT,0.96,0.72
null,Hard,1,14,ZzangDoleZombie,3,LINE_LEFT,0.98,0.37
null,Hard,1,14,ZombieMan,3,SCATTER,0.98,0.74
null,Hard,1,14,PushZombie,3,LINE_CENTER,0.98,0.74
null,Hard,1,15,ZzangDoleZombie,3,LINE_LEFT,1,0.375
null,Hard,1,15,ZombieBoss,3,BOSS_CENTER,1.8,0.75
null,Hard,1,15,ZzangDoleZombieBoss,2,BOSS_CENTER,1.8,0.75
null,Hard,1,15,ZombieMan,4,SCATTER,1,0.75
null,Hard,1,15,PushZombie,4,LINE_RIGHT,1,0.75
null,Hard,2,1,RushZombie,4,SCATTER,0.9,0.65
null,Hard,2,1,ZzangDoleZombie,4,LINE_LEFT,0.9,0.325
null,Hard,2,1,ZombieMan,4,SCATTER,0.9,0.65
null,Hard,2,1,PushZombie,4,LINE_RIGHT,0.9,0.65
null,Hard,2,2,RushZombie,4,SCATTER,0.92,0.66
null,Hard,2,2,ZzangDoleZombie,4,LINE_LEFT,0.92,0.33
null,Hard,2,2,ZombieMan,4,SCATTER,0.92,0.66
null,Hard,2,2,PushZombie,2,LINE_CENTER,0.92,0.66
null,Hard,2,3,RushZombie,3,SCATTER,0.95,0.68
null,Hard,2,3,ZzangDoleZombie,3,LINE_LEFT,0.95,0.34
null,Hard,2,3,ZombieMan,3,SCATTER,0.95,0.68
null,Hard,2,3,PushZombie,3,LINE_RIGHT,0.95,0.68
null,Hard,2,4,RushZombie,3,SCATTER,0.97,0.69
null,Hard,2,4,ZzangDoleZombie,3,LINE_LEFT,0.97,0.345
null,Hard,2,4,ZombieMan,3,SCATTER,0.97,0.69
null,Hard,2,4,PushZombie,3,LINE_CENTER,0.97,0.69
null,Hard,2,5,RushZombie,3,SCATTER,0.99,0.71
null,Hard,2,5,ZzangDoleZombie,4,LINE_LEFT,0.99,0.355
null,Hard,2,5,ZombieMan,4,SCATTER,0.99,0.71
null,Hard,2,5,PushZombie,4,LINE_RIGHT,0.99,0.71
null,Hard,2,6,RushZombie,4,SCATTER,1.02,0.72
null,Hard,2,6,ZzangDoleZombie,4,LINE_LEFT,1.02,0.36
null,Hard,2,6,ZombieMan,4,SCATTER,1.02,0.72
null,Hard,2,6,PushZombie,4,LINE_CENTER,1.02,0.72
null,Hard,2,7,RushZombie,4,SCATTER,1.04,0.74
null,Hard,2,7,ZzangDoleZombie,4,LINE_LEFT,1.04,0.37
null,Hard,2,7,ZombieMan,4,SCATTER,1.04,0.74
null,Hard,2,7,PushZombie,5,LINE_RIGHT,1.04,0.74
null,Hard,2,8,RushZombie,5,SCATTER,1.06,0.75
null,Hard,2,8,ZzangDoleZombie,3,LINE_LEFT,1.06,0.375
null,Hard,2,8,ZombieMan,3,SCATTER,1.06,0.75
null,Hard,2,8,PushZombie,3,LINE_CENTER,1.06,0.75
null,Hard,2,9,RushZombie,3,SCATTER,1.09,0.77
null,Hard,2,9,ZzangDoleZombie,3,LINE_LEFT,1.09,0.385
null,Hard,2,9,ZombieMan,3,SCATTER,1.09,0.77
null,Hard,2,9,PushZombie,3,LINE_RIGHT,1.09,0.77
null,Hard,2,10,RushZombie,3,SCATTER,1.11,0.78
null,Hard,2,10,ZzangDoleZombie,3,LINE_LEFT,1.11,0.39
null,Hard,2,10,ZombieMan,3,SCATTER,1.11,0.78
null,Hard,2,10,PushZombie,4,LINE_CENTER,1.11,0.78
null,Hard,2,11,RushZombie,4,SCATTER,1.14,0.8
null,Hard,2,11,ZzangDoleZombie,2,LINE_LEFT,1.14,0.4
null,Hard,2,11,ZombieMan,4,SCATTER,1.14,0.8
null,Hard,2,11,PushZombie,4,LINE_RIGHT,1.14,0.8
null,Hard,2,12,RushZombie,4,SCATTER,1.16,0.81
null,Hard,2,12,ZzangDoleZombie,4,LINE_LEFT,1.16,0.405
null,Hard,2,12,ZombieMan,4,SCATTER,1.16,0.81
null,Hard,2,12,PushZombie,4,LINE_CENTER,1.16,0.81
null,Hard,2,13,RushZombie,4,SCATTER,1.18,0.83
null,Hard,2,13,ZzangDoleZombie,5,LINE_LEFT,1.18,0.415
null,Hard,2,13,ZombieMan,5,SCATTER,1.18,0.83
null,Hard,2,13,PushZombie,5,LINE_RIGHT,1.18,0.83
null,Hard,2,14,RushZombie,5,SCATTER,1.21,0.84
null,Hard,2,14,ZzangDoleZombie,5,LINE_LEFT,1.21,0.42
null,Hard,2,14,ZombieMan,2,SCATTER,1.21,0.84
null,Hard,2,14,PushZombie,3,LINE_CENTER,1.21,0.84
null,Hard,2,15,RushZombie,3,SCATTER,1.23,0.86
null,Hard,2,15,ZzangDoleZombie,3,LINE_LEFT,1.23,0.43
null,Hard,2,15,ZombieMan,3,SCATTER,1.23,0.86
null,Hard,2,15,PushZombie,3,LINE_RIGHT,1.23,0.86
null,Hard,2,16,RushZombie,3,SCATTER,1.25,0.87
null,Hard,2,16,ZzangDoleZombie,3,LINE_LEFT,1.25,0.435
null,Hard,2,16,ZombieMan,4,SCATTER,1.25,0.87
null,Hard,2,16,PushZombie,4,LINE_CENTER,1.25,0.87
null,Hard,2,17,RushZombie,4,SCATTER,1.28,0.89
null,Hard,2,17,ZzangDoleZombie,4,LINE_LEFT,1.28,0.445
null,Hard,2,17,ZombieMan,4,SCATTER,1.28,0.89
null,Hard,2,17,PushZombie,4,LINE_RIGHT,1.28,0.89
null,Hard,2,18,ZzangDoleZombie,4,LINE_LEFT,1.3,0.45
null,Hard,2,18,PushZombieBoss,4,BOSS_CENTER,2.34,0.9
null,Hard,2,18,ZombieMan,4,SCATTER,1.3,0.9
null,Hard,2,18,PushZombie,4,LINE_RIGHT,1.3,0.9
null,Hard,3,1,RushZombie,5,SCATTER,1.2,0.8
null,Hard,3,1,ZzangDoleZombie,5,LINE_LEFT,1.2,0.4
null,Hard,3,1,ZombieMan,5,SCATTER,1.2,0.8
null,Hard,3,1,PushZombie,5,LINE_RIGHT,1.2,0.8
null,Hard,3,1,BoomZombie,5,SCATTER,1.2,0.8
null,Hard,3,2,RushZombie,5,SCATTER,1.23,0.82
null,Hard,3,2,ZzangDoleZombie,5,LINE_LEFT,1.23,0.41
null,Hard,3,2,ZombieMan,3,SCATTER,1.23,0.82
null,Hard,3,2,PushZombie,3,LINE_CENTER,1.23,0.82
null,Hard,3,2,BoomZombie,3,SCATTER,1.23,0.82
null,Hard,3,3,RushZombie,3,SCATTER,1.25,0.83
null,Hard,3,3,ZzangDoleZombie,3,LINE_LEFT,1.25,0.415
null,Hard,3,3,ZombieMan,3,SCATTER,1.25,0.83
null,Hard,3,3,PushZombie,3,LINE_RIGHT,1.25,0.83
null,Hard,3,3,BoomZombie,3,SCATTER,1.25,0.83
null,Hard,3,4,RushZombie,4,SCATTER,1.28,0.85
null,Hard,3,4,ZzangDoleZombie,4,LINE_LEFT,1.28,0.425
null,Hard,3,4,ZombieMan,4,SCATTER,1.28,0.85
null,Hard,3,4,PushZombie,4,LINE_CENTER,1.28,0.85
null,Hard,3,4,BoomZombie,4,SCATTER,1.28,0.85
null,Hard,3,5,RushZombie,4,SCATTER,1.31,0.86
null,Hard,3,5,ZzangDoleZombie,4,LINE_LEFT,1.31,0.43
null,Hard,3,5,ZombieMan,4,SCATTER,1.31,0.86
null,Hard,3,5,PushZombie,4,LINE_RIGHT,1.31,0.86
null,Hard,3,5,BoomZombie,4,SCATTER,1.31,0.86
null,Hard,3,6,RushZombie,5,SCATTER,1.33,0.88
null,Hard,3,6,ZzangDoleZombie,5,LINE_LEFT,1.33,0.44
null,Hard,3,6,ZombieMan,5,SCATTER,1.33,0.88
null,Hard,3,6,PushZombie,5,LINE_CENTER,1.33,0.88
null,Hard,3,6,BoomZombie,5,SCATTER,1.33,0.88
null,Hard,3,7,RushZombie,5,SCATTER,1.36,0.89
null,Hard,3,7,ZzangDoleZombie,5,LINE_LEFT,1.36,0.445
null,Hard,3,7,ZombieMan,5,SCATTER,1.36,0.89
null,Hard,3,7,PushZombie,5,LINE_RIGHT,1.36,0.89
null,Hard,3,7,BoomZombie,5,SCATTER,1.36,0.89
null,Hard,3,8,RushZombie,4,SCATTER,1.38,0.91
null,Hard,3,8,ZzangDoleZombie,3,LINE_LEFT,1.38,0.455
null,Hard,3,8,ZombieMan,3,SCATTER,1.38,0.91
null,Hard,3,8,PushZombie,3,LINE_CENTER,1.38,0.91
null,Hard,3,8,BoomZombie,3,SCATTER,1.38,0.91
null,Hard,3,9,RushZombie,3,SCATTER,1.41,0.93
null,Hard,3,9,ZzangDoleZombie,3,LINE_LEFT,1.41,0.465
null,Hard,3,9,ZombieMan,3,SCATTER,1.41,0.93
null,Hard,3,9,PushZombie,4,LINE_RIGHT,1.41,0.93
null,Hard,3,9,BoomZombie,4,SCATTER,1.41,0.93
null,Hard,3,10,ZzangDoleZombie,4,LINE_LEFT,1.44,0.47
null,Hard,3,10,ZombieBoss,4,BOSS_CENTER,2.59,0.94
null,Hard,3,10,RushZombieBoss,4,BOSS_CENTER,2.59,0.94
null,Hard,3,10,ZombieMan,4,SCATTER,1.44,0.94
null,Hard,3,10,PushZombie,4,LINE_RIGHT,1.44,0.94
null,Hard,3,11,RushZombie,4,SCATTER,1.46,0.96
null,Hard,3,11,ZzangDoleZombie,4,LINE_LEFT,1.46,0.48
null,Hard,3,11,ZombieMan,4,SCATTER,1.46,0.96
null,Hard,3,11,PushZombie,5,LINE_RIGHT,1.46,0.96
null,Hard,3,11,BoomZombie,5,SCATTER,1.46,0.96
null,Hard,3,12,RushZombie,5,SCATTER,1.49,0.97
null,Hard,3,12,ZzangDoleZombie,5,LINE_LEFT,1.49,0.485
null,Hard,3,12,ZombieMan,5,SCATTER,1.49,0.97
null,Hard,3,12,PushZombie,5,LINE_CENTER,1.49,0.97
null,Hard,3,12,BoomZombie,5,SCATTER,1.49,0.97
null,Hard,3,13,RushZombie,5,SCATTER,1.52,0.99
null,Hard,3,13,ZzangDoleZombie,5,LINE_LEFT,1.52,0.495
null,Hard,3,13,ZombieMan,5,SCATTER,1.52,0.99
null,Hard,3,13,PushZombie,3,LINE_RIGHT,1.52,0.99
null,Hard,3,13,BoomZombie,3,SCATTER,1.52,0.99
null,Hard,3,14,RushZombie,3,SCATTER,1.54,1.01
null,Hard,3,14,ZzangDoleZombie,3,LINE_LEFT,1.54,0.505
null,Hard,3,14,ZombieMan,3,SCATTER,1.54,1.01
null,Hard,3,14,PushZombie,3,LINE_CENTER,1.54,1.01
null,Hard,3,14,BoomZombie,4,SCATTER,1.54,1.01
null,Hard,3,15,RushZombie,4,SCATTER,1.57,1.02
null,Hard,3,15,ZzangDoleZombie,4,LINE_LEFT,1.57,0.51
null,Hard,3,15,ZombieMan,4,SCATTER,1.57,1.02
null,Hard,3,15,PushZombie,4,LINE_RIGHT,1.57,1.02
null,Hard,3,15,BoomZombie,4,SCATTER,1.57,1.02
null,Hard,3,16,RushZombie,4,SCATTER,1.59,1.04
null,Hard,3,16,ZzangDoleZombie,4,LINE_LEFT,1.59,0.52
null,Hard,3,16,ZombieMan,4,SCATTER,1.59,1.04
null,Hard,3,16,PushZombie,3,LINE_CENTER,1.59,1.04
null,Hard,3,16,BoomZombie,5,SCATTER,1.59,1.04
null,Hard,3,17,RushZombie,5,SCATTER,1.62,1.05
null,Hard,3,17,ZzangDoleZombie,5,LINE_LEFT,1.62,0.525
null,Hard,3,17,ZombieMan,5,SCATTER,1.62,1.05
null,Hard,3,17,PushZombie,5,LINE_RIGHT,1.62,1.05
null,Hard,3,17,BoomZombie,5,SCATTER,1.62,1.05
null,Hard,3,18,RushZombie,5,SCATTER,1.65,1.07
null,Hard,3,18,ZzangDoleZombie,5,LINE_LEFT,1.65,0.535
null,Hard,3,18,ZombieMan,5,SCATTER,1.65,1.07
null,Hard,3,18,PushZombie,5,LINE_CENTER,1.65,1.07
null,Hard,3,18,BoomZombie,6,SCATTER,1.65,1.07
null,Hard,3,19,RushZombie,6,SCATTER,1.67,1.08
null,Hard,3,19,ZzangDoleZombie,6,LINE_LEFT,1.67,0.54
null,Hard,3,19,ZombieMan,6,SCATTER,1.67,1.08
null,Hard,3,19,PushZombie,3,LINE_RIGHT,1.67,1.08
null,Hard,3,19,BoomZombie,3,SCATTER,1.67,1.08
null,Hard,3,20,ZzangDoleZombie,3,LINE_LEFT,1.7,0.55
null,Hard,3,20,ZombieBoss,3,BOSS_CENTER,3.06,1.1
null,Hard,3,20,RushZombieBoss,3,BOSS_CENTER,3.06,1.1
null,Hard,3,20,ZombieMan,3,SCATTER,1.7,1.1
null,Hard,3,20,PushZombie,4,LINE_RIGHT,1.7,1.1
null,Hard,4,1,RushZombie,4,SCATTER,1.5,0.95
null,Hard,4,1,ZzangDoleZombie,4,LINE_LEFT,1.5,0.475
null,Hard,4,1,PushZombie,4,LINE_RIGHT,1.5,0.95
null,Hard,4,1,BoomZombie,4,SCATTER,1.5,0.95
null,Hard,4,2,RushZombie,4,SCATTER,1.53,0.97
null,Hard,4,2,ZzangDoleZombie,4,LINE_LEFT,1.53,0.485
null,Hard,4,2,PushZombie,4,LINE_CENTER,1.53,0.97
null,Hard,4,2,BoomZombie,4,SCATTER,1.53,0.97
null,Hard,4,3,RushZombie,4,SCATTER,1.56,0.98
null,Hard,4,3,ZzangDoleZombie,5,LINE_LEFT,1.56,0.49
null,Hard,4,3,PushZombie,5,LINE_RIGHT,1.56,0.98
null,Hard,4,3,BoomZombie,5,SCATTER,1.56,0.98
null,Hard,4,4,RushZombie,5,SCATTER,1.59,1
null,Hard,4,4,ZzangDoleZombie,5,LINE_LEFT,1.59,0.5
null,Hard,4,4,PushZombie,5,LINE_CENTER,1.59,1
null,Hard,4,4,BoomZombie,5,SCATTER,1.59,1
null,Hard,4,5,RushZombie,5,SCATTER,1.61,1.02
