wave_group,wave,sub_wave,enemy_type,count,formation_type,hp_multiplier,attack_multiplier
CH01_END_W15,4,2,PushZombie,1,LINE_RIGHT,16000,16000
CH01_END_W15,4,2,RushZombie,1,SCATTER,16000,16000
CH01_END_W15,4,2,ZombieMan,6,SCATTER,16000,16000
CH01_END_W15,5,1,PushZombie,2,LINE_RIGHT,18000,18000
CH01_END_W15,5,1,ZombieWoman,4,SCATTER,18000,18000
CH01_END_W15,5,2,BoomZombie,2,SCATTER,18000,18000
CH01_END_W15,5,2,PushZombie,3,LINE_RIGHT,18000,18000
CH01_END_W15,5,2,ZzangDoleZombie,3,LINE_LEFT,18000,18000
CH01_END_W15,5,2,ZombieBoss,1,LINE_LEFT,18000,18000
CH01_END_W15,6,1,PushZombie,1,LINE_RIGHT,20000,20000
CH01_END_W15,6,1,RushZombie,1,SCATTER,20000,20000
CH01_END_W15,6,1,ZombieWoman,5,SCATTER,20000,20000
CH01_END_W15,6,2,PushZombie,2,LINE_RIGHT,20000,20000
CH01_END_W15,6,2,RushZombie,1,SCATTER,20000,20000
CH01_END_W15,6,2,ZombieMan,6,SCATTER,20000,20000
CH01_END_W15,7,1,PushZombie,3,LINE_RIGHT,22000,22000
CH01_END_W15,7,1,ZombieMan,2,SCATTER,22000,22000
CH01_END_W15,7,1,ZzangDoleZombie,3,LINE_LEFT,22000,22000
CH01_END_W15,7,2,BoomZombie,1,SCATTER,22000,22000
CH01_END_W15,7,2,PushZombie,1,LINE_RIGHT,22000,22000
CH01_END_W15,7,2,RushZombie,1,SCATTER,22000,22000
CH01_END_W15,7,2,ZombieMan,7,SCATTER,22000,22000
CH01_END_W15,8,1,PushZombie,2,LINE_RIGHT,24000,24000
CH01_END_W15,8,1,ZombieMan,5,SCATTER,24000,24000
CH01_END_W15,8,1,ZombieWoman,3,SCATTER,24000,24000
CH01_END_W15,8,2,BoomZombie,2,SCATTER,24000,24000
CH01_END_W15,8,2,PushZombie,4,LINE_RIGHT,24000,24000
CH01_END_W15,8,2,RushZombie,1,SCATTER,24000,24000
CH01_END_W15,8,2,ZzangDoleZombie,3,LINE_LEFT,24000,24000
CH01_END_W15,9,1,BoomZombie,1,SCATTER,26000,26000
CH01_END_W15,9,1,PushZombie,1,LINE_RIGHT,26000,26000
CH01_END_W15,9,1,RushZombie,1,SCATTER,26000,26000
CH01_END_W15,9,1,ZombieMan,6,SCATTER,26000,26000
CH01_END_W15,9,2,BoomZombie,1,SCATTER,26000,26000
CH01_END_W15,9,2,PushZombie,3,LINE_RIGHT,26000,26000
CH01_END_W15,9,2,ZombieMan,2,SCATTER,26000,26000
CH01_END_W15,9,2,ZombieWoman,6,SCATTER,26000,26000
CH01_END_W15,10,1,PushZombie,2,LINE_RIGHT,28000,28000
CH01_END_W15,10,1,ZombieMan,5,SCATTER,28000,28000
CH01_END_W15,10,2,PushZombie,2,LINE_RIGHT,28000,28000
CH01_END_W15,10,2,ZombieMan,5,SCATTER,28000,28000
CH01_END_W15,10,2,ZzangDoleZombie,3,LINE_LEFT,28000,28000
CH01_END_W15,10,2,ZzangDoleZombieBoss,1,LINE_LEFT,28000,28000
CH01_END_W15,11,1,BoomZombie,1,SCATTER,30000,30000
CH01_END_W15,11,1,PushZombie,2,LINE_RIGHT,30000,30000
CH01_END_W15,11,1,ZombieMan,6,SCATTER,30000,30000
CH01_END_W15,11,2,BoomZombie,1,SCATTER,30000,30000
CH01_END_W15,11,2,PushZombie,3,LINE_RIGHT,30000,30000
CH01_END_W15,11,2,ZombieMan,7,SCATTER,30000,30000
CH01_END_W15,12,1,PushZombie,2,LINE_RIGHT,32000,32000
CH01_END_W15,12,1,ZombieMan,4,SCATTER,32000,32000
CH01_END_W15,12,1,ZombieWoman,3,SCATTER,32000,32000
CH01_END_W15,12,2,PushZombie,4,LINE_RIGHT,32000,32000
CH01_END_W15,12,2,ZombieMan,1,SCATTER,32000,32000
CH01_END_W15,12,2,ZombieWoman,4,SCATTER,32000,32000
CH01_END_W15,12,2,ZzangDoleZombie,3,LINE_LEFT,32000,32000
CH01_END_W15,13,1,PushZombie,3,LINE_RIGHT,34000,34000
CH01_END_W15,13,1,ZombieMan,5,SCATTER,34000,34000
CH01_END_W15,13,1,ZombieWoman,3,SCATTER,34000,34000
CH01_END_W15,13,2,PushZombie,2,LINE_RIGHT,34000,34000
CH01_END_W15,13,2,ZombieMan,3,SCATTER,34000,34000
CH01_END_W15,13,2,ZombieWoman,4,SCATTER,34000,34000
CH01_END_W15,13,2,ZzangDoleZombie,3,LINE_LEFT,34000,34000
CH01_END_W15,14,1,PushZombie,3,LINE_RIGHT,36000,36000
CH01_END_W15,14,1,ZombieMan,1,SCATTER,36000,36000
CH01_END_W15,14,1,ZombieWoman,3,SCATTER,36000,36000
CH01_END_W15,14,1,ZzangDoleZombie,3,LINE_LEFT,36000,36000
CH01_END_W15,14,2,PushZombie,1,LINE_RIGHT,36000,36000
CH01_END_W15,14,2,ZombieMan,7,SCATTER,36000,36000
CH01_END_W15,14,2,ZombieWoman,3,SCATTER,36000,36000
CH01_END_W15,14,2,ZzangDoleZombie,2,LINE_LEFT,36000,36000
CH01_END_W15,15,1,PushZombie,2,LINE_RIGHT,38000,38000
CH01_END_W15,15,1,ZombieWoman,4,SCATTER,38000,38000
CH01_END_W15,15,1,ZzangDoleZombie,3,LINE_LEFT,38000,38000
CH01_END_W15,15,2,PushZombie,2,LINE_RIGHT,38000,38000
CH01_END_W15,15,2,ZombieMan,4,SCATTER,38000,38000
CH01_END_W15,15,2,ZombieWoman,4,SCATTER,38000,38000
CH01_END_W15,15,2,ZzangDoleZombie,2,LINE_LEFT,38000,38000
CH01_END_W15,15,2,PushZombieBoss,1,LINE_LEFT,38000,38000
CH02_START_W15,1,1,AngryRagZombie,3,LINE_LEFT,10000,10000
CH02_START_W15,1,1,ZzangDoleZombie,2,LINE_LEFT,10000,10000
CH02_START_W15,1,2,AngryRagZombie,3,LINE_LEFT,10000,10000
CH02_START_W15,1,2,ZzangDoleZombie,3,LINE_LEFT,10000,10000
CH02_START_W15,2,1,AngryRagZombie,3,LINE_LEFT,12000,12000
CH02_START_W15,2,1,ZombieWoman,3,SCATTER,12000,12000
CH02_START_W15,2,2,AngryRagZombie,2,LINE_LEFT,12000,12000
CH02_START_W15,2,2,ZombieMan,4,SCATTER,12000,12000
CH02_START_W15,2,2,ZzangDoleZombie,1,LINE_LEFT,12000,12000
CH02_START_W15,3,1,AngryRagZombie,2,LINE_LEFT,14000,14000
CH02_START_W15,3,1,ZombieMan,3,SCATTER,14000,14000
CH02_START_W15,3,1,ZzangDoleZombie,2,LINE_LEFT,14000,14000
CH02_START_W15,3,2,AngryRagZombie,4,LINE_LEFT,14000,14000
CH02_START_W15,3,2,ZombieMan,2,SCATTER,14000,14000
CH02_START_W15,3,2,ZzangDoleZombie,2,LINE_LEFT,14000,14000
CH02_START_W15,4,1,AngryRagZombie,3,LINE_LEFT,16000,16000
CH02_START_W15,4,1,MadJackZombie,1,LINE_LEFT,16000,16000
CH02_START_W15,4,1,ZombieMan,4,SCATTER,16000,16000
CH02_START_W15,4,2,AngryRagZombie,2,LINE_LEFT,16000,16000
CH02_START_W15,4,2,MadJackZombie,3,LINE_LEFT,16000,16000
CH02_START_W15,4,2,ZombieMan,4,SCATTER,16000,16000
CH02_START_W15,5,1,AngryRagZombie,3,LINE_LEFT,18000,18000
CH02_START_W15,5,1,ZombieMan,2,SCATTER,18000,18000
CH02_START_W15,5,2,MadJackZombie,4,LINE_LEFT,18000,18000
CH02_START_W15,5,2,ZombieMan,2,SCATTER,18000,18000
CH02_START_W15,5,2,ZombieWoman,2,SCATTER,18000,18000
CH02_START_W15,5,2,PushZombieBoss,1,LINE_LEFT,18000,18000
CH02_START_W15,6,1,AngryRagZombie,1,LINE_LEFT,20000,20000
CH02_START_W15,6,1,MadJackZombie,2,LINE_LEFT,20000,20000
CH02_START_W15,6,1,ZombieWoman,4,SCATTER,20000,20000
CH02_START_W15,6,2,AngryRagZombie,1,LINE_LEFT,20000,20000
CH02_START_W15,6,2,MadJackZombie,3,LINE_LEFT,20000,20000
CH02_START_W15,6,2,ZombieMan,4,SCATTER,20000,20000
CH02_START_W15,7,1,AngryRagZombie,2,LINE_LEFT,22000,22000
CH02_START_W15,7,1,MadJackZombie,2,LINE_LEFT,22000,22000
CH02_START_W15,7,1,ZzangDoleZombie,3,LINE_LEFT,22000,22000
CH02_START_W15,7,2,AngryRagZombie,3,LINE_LEFT,22000,22000
CH02_START_W15,7,2,MadJackZombie,1,LINE_LEFT,22000,22000
CH02_START_W15,7,2,ZombieMan,6,SCATTER,22000,22000
CH02_START_W15,8,1,AngryRagZombie,2,LINE_LEFT,24000,24000
CH02_START_W15,8,1,MadJackZombie,4,LINE_LEFT,24000,24000
CH02_START_W15,8,1,ZzangDoleZombie,3,LINE_LEFT,24000,24000
CH02_START_W15,8,2,AngryRagZombie,2,LINE_LEFT,24000,24000
CH02_START_W15,8,2,MadJackZombie,3,LINE_LEFT,24000,24000
CH02_START_W15,8,2,ZombieWoman,4,SCATTER,24000,24000
CH02_START_W15,8,2,ZzangDoleZombie,1,LINE_LEFT,24000,24000
CH02_START_W15,9,1,AngryRagZombie,4,LINE_LEFT,26000,26000
CH02_START_W15,9,1,MadJackZombie,1,LINE_LEFT,26000,26000
CH02_START_W15,9,1,ZombieWoman,3,SCATTER,26000,26000
CH02_START_W15,9,1,ZzangDoleZombie,1,LINE_LEFT,26000,26000
CH02_START_W15,9,2,AngryRagZombie,2,LINE_LEFT,26000,26000
CH02_START_W15,9,2,MadJackZombie,2,LINE_LEFT,26000,26000
CH02_START_W15,9,2,ZombieWoman,5,SCATTER,26000,26000
CH02_START_W15,9,2,ZzangDoleZombie,2,LINE_LEFT,26000,26000
CH02_START_W15,10,1,MadJackZombie,3,LINE_LEFT,28000,28000
CH02_START_W15,10,1,ZombieMan,4,SCATTER,28000,28000
CH02_START_W15,10,2,AngryRagZombie,3,LINE_LEFT,28000,28000
CH02_START_W15,10,2,MadJackZombie,3,LINE_LEFT,28000,28000
CH02_START_W15,10,2,ZzangDoleZombie,3,LINE_LEFT,28000,28000
CH02_START_W15,10,2,BoomZombieBoss,1,LINE_LEFT,28000,28000
CH02_START_W15,11,1,AngryRagZombie,2,LINE_LEFT,30000,30000
CH02_START_W15,11,1,MadJackZombie,2,LINE_LEFT,30000,30000
CH02_START_W15,11,1,ZombieMan,4,SCATTER,30000,30000
CH02_START_W15,11,2,AngryRagZombie,2,LINE_LEFT,30000,30000
CH02_START_W15,11,2,MadJackZombie,2,LINE_LEFT,30000,30000
CH02_START_W15,11,2,ZombieMan,6,SCATTER,30000,30000
CH02_START_W15,12,1,AngryRagZombie,3,LINE_LEFT,32000,32000
CH02_START_W15,12,1,MadJackZombie,2,LINE_LEFT,32000,32000
CH02_START_W15,12,1,ZombieMan,4,SCATTER,32000,32000
CH02_START_W15,12,2,AngryRagZombie,2,LINE_LEFT,32000,32000
CH02_START_W15,12,2,MadJackZombie,3,LINE_LEFT,32000,32000
CH02_START_W15,12,2,ZombieMan,2,SCATTER,32000,32000
CH02_START_W15,12,2,ZombieWoman,4,SCATTER,32000,32000
CH02_START_W15,13,1,AngryRagZombie,2,LINE_LEFT,34000,34000
CH02_START_W15,13,1,MadJackZombie,2,LINE_LEFT,34000,34000
CH02_START_W15,13,1,ZombieWoman,7,SCATTER,34000,34000
CH02_START_W15,13,2,AngryRagZombie,2,LINE_LEFT,34000,34000
CH02_START_W15,13,2,MadJackZombie,1,LINE_LEFT,34000,34000
CH02_START_W15,13,2,ZombieMan,4,SCATTER,34000,34000
CH02_START_W15,13,2,ZombieWoman,4,SCATTER,34000,34000
CH02_START_W15,14,1,AngryRagZombie,2,LINE_LEFT,36000,36000
CH02_START_W15,14,1,MadJackZombie,3,LINE_LEFT,36000,36000
CH02_START_W15,14,1,ZombieMan,3,SCATTER,36000,36000
CH02_START_W15,14,1,ZzangDoleZombie,2,LINE_LEFT,36000,36000
CH02_START_W15,14,2,AngryRagZombie,4,LINE_LEFT,36000,36000
CH02_START_W15,14,2,MadJackZombie,1,LINE_LEFT,36000,36000
CH02_START_W15,14,2,ZombieWoman,4,SCATTER,36000,36000
CH02_START_W15,14,2,ZzangDoleZombie,3,LINE_LEFT,36000,36000
CH02_START_W15,15,1,AngryRagZombie,2,LINE_LEFT,38000,38000
CH02_START_W15,15,1,MadJackZombie,2,LINE_LEFT,38000,38000
CH02_START_W15,15,1,ZombieMan,4,SCATTER,38000,38000
CH02_START_W15,15,2,AngryRagZombie,3,LINE_LEFT,38000,38000
CH02_START_W15,15,2,MadJackZombie,3,LINE_LEFT,38000,38000
CH02_START_W15,15,2,ZombieMan,3,SCATTER,38000,38000
CH02_START_W15,15,2,ZzangDoleZombie,3,LINE_LEFT,38000,38000
CH02_START_W15,15,2,RushZombieBoss,1,LINE_LEFT,38000,38000
CH02_MID_W15,1,1,YeahArchorZombie,3,LINE_LEFT,10000,10000
CH02_MID_W15,1,1,ZzangDoleZombie,2,LINE_LEFT,10000,10000
CH02_MID_W15,1,2,AngryRagZombie,2,LINE_LEFT,10000,10000
CH02_MID_W15,1,2,ZombieWoman,4,SCATTER,10000,10000
CH02_MID_W15,2,1,AngryRagZombie,3,LINE_LEFT,12000,12000
CH02_MID_W15,2,1,ZombieWoman,3,SCATTER,12000,12000
CH02_MID_W15,2,2,AngryRagZombie,2,LINE_LEFT,12000,12000
CH02_MID_W15,2,2,YeahArchorZombie,1,LINE_LEFT,12000,12000
CH02_MID_W15,2,2,ZombieMan,4,SCATTER,12000,12000
CH02_MID_W15,3,1,AngryRagZombie,1,LINE_LEFT,14000,14000
CH02_MID_W15,3,1,MadJackZombie,1,LINE_LEFT,14000,14000
CH02_MID_W15,3,1,ZombieWoman,5,SCATTER,14000,14000
CH02_MID_W15,3,2,MadJackZombie,2,LINE_LEFT,14000,14000
CH02_MID_W15,3,2,YeahArchorZombie,2,LINE_LEFT,14000,14000
CH02_MID_W15,3,2,ZombieMan,4,SCATTER,14000,14000
CH02_MID_W15,4,1,YeahArchorZombie,2,LINE_LEFT,16000,16000
CH02_MID_W15,4,1,ZombieMan,3,SCATTER,16000,16000
CH02_MID_W15,4,1,ZzangDoleZombie,3,LINE_LEFT,16000,16000
CH02_MID_W15,4,2,AngryRagZombie,3,LINE_LEFT,16000,16000
CH02_MID_W15,4,2,MadJackZombie,3,LINE_LEFT,16000,16000
CH02_MID_W15,4,2,MadKnightZombie,1,LINE_CENTER,16000,16000
CH02_MID_W15,4,2,YeahArchorZombie,2,LINE_LEFT,16000,16000
CH02_MID_W15,5,1,MadJackZombie,2,LINE_LEFT,18000,18000
CH02_MID_W15,5,1,ZombieWoman,3,SCATTER,18000,18000
CH02_MID_W15,5,2,MadJackZombie,1,LINE_LEFT,18000,18000
CH02_MID_W15,5,2,YeahArchorZombie,3,LINE_LEFT,18000,18000
CH02_MID_W15,5,2,ZombieMan,4,SCATTER,18000,18000
CH02_MID_W15,5,2,PushZombieBoss,1,LINE_LEFT,18000,18000
CH02_MID_W15,6,1,YeahArchorZombie,3,LINE_LEFT,20000,20000
CH02_MID_W15,6,1,ZombieMan,3,SCATTER,20000,20000
CH02_MID_W15,6,1,ZzangDoleZombie,1,LINE_LEFT,20000,20000
CH02_MID_W15,6,2,AngryRagZombie,3,LINE_LEFT,20000,20000
CH02_MID_W15,6,2,MadJackZombie,1,LINE_LEFT,20000,20000
CH02_MID_W15,6,2,ZombieMan,4,SCATTER,20000,20000
CH02_MID_W15,7,1,YeahArchorZombie,2,LINE_LEFT,22000,22000
CH02_MID_W15,7,1,ZombieMan,2,SCATTER,22000,22000
CH02_MID_W15,7,1,ZombieWoman,3,SCATTER,22000,22000
CH02_MID_W15,7,2,AngryRagZombie,3,LINE_LEFT,22000,22000
CH02_MID_W15,7,2,MadJackZombie,4,LINE_LEFT,22000,22000
CH02_MID_W15,7,2,MadKnightZombie,1,LINE_CENTER,22000,22000
CH02_MID_W15,7,2,YeahArchorZombie,2,LINE_LEFT,22000,22000
CH02_MID_W15,8,1,AngryRagZombie,2,LINE_LEFT,24000,24000
CH02_MID_W15,8,1,YeahArchorZombie,3,LINE_LEFT,24000,24000
CH02_MID_W15,8,1,ZombieWoman,4,SCATTER,24000,24000
CH02_MID_W15,8,2,MadJackZombie,3,LINE_LEFT,24000,24000
CH02_MID_W15,8,2,MadKnightZombie,1,LINE_CENTER,24000,24000
CH02_MID_W15,8,2,YeahArchorZombie,1,LINE_LEFT,24000,24000
CH02_MID_W15,8,2,ZombieWoman,5,SCATTER,24000,24000
CH02_MID_W15,9,1,AngryRagZombie,1,LINE_LEFT,26000,26000
CH02_MID_W15,9,1,MadJackZombie,2,LINE_LEFT,26000,26000
CH02_MID_W15,9,1,YeahArchorZombie,2,LINE_LEFT,26000,26000
CH02_MID_W15,9,1,ZombieMan,4,SCATTER,26000,26000
CH02_MID_W15,9,2,AngryRagZombie,4,LINE_LEFT,26000,26000
CH02_MID_W15,9,2,MadJackZombie,2,LINE_LEFT,26000,26000
CH02_MID_W15,9,2,MadKnightZombie,2,LINE_CENTER,26000,26000
CH02_MID_W15,9,2,YeahArchorZombie,4,LINE_LEFT,26000,26000
CH02_MID_W15,10,1,AngryRagZombie,3,LINE_LEFT,28000,28000
CH02_MID_W15,10,1,ZombieWoman,4,SCATTER,28000,28000
CH02_MID_W15,10,2,AngryRagZombie,2,LINE_LEFT,28000,28000
CH02_MID_W15,10,2,YeahArchorZombie,2,LINE_LEFT,28000,28000
CH02_MID_W15,10,2,ZombieMan,5,SCATTER,28000,28000
CH02_MID_W15,10,2,RushZombieBoss,1,LINE_LEFT,28000,28000
CH02_MID_W15,11,1,AngryRagZombie,1,LINE_LEFT,30000,30000
CH02_MID_W15,11,1,MadJackZombie,4,LINE_LEFT,30000,30000
CH02_MID_W15,11,1,ZombieWoman,4,SCATTER,30000,30000
CH02_MID_W15,11,2,MadJackZombie,4,LINE_LEFT,30000,30000
CH02_MID_W15,11,2,MadKnightZombie,2,LINE_CENTER,30000,30000
CH02_MID_W15,11,2,YeahArchorZombie,4,LINE_LEFT,30000,30000
CH02_MID_W15,12,1,AngryRagZombie,3,LINE_LEFT,32000,32000
CH02_MID_W15,12,1,YeahArchorZombie,1,LINE_LEFT,32000,32000
CH02_MID_W15,12,1,ZombieMan,5,SCATTER,32000,32000
CH02_MID_W15,12,2,AngryRagZombie,3,LINE_LEFT,32000,32000
CH02_MID_W15,12,2,MadKnightZombie,2,LINE_CENTER,32000,32000
CH02_MID_W15,12,2,YeahArchorZombie,1,LINE_LEFT,32000,32000
CH02_MID_W15,12,2,ZombieMan,6,SCATTER,32000,32000
CH02_MID_W15,13,1,MadKnightZombie,2,LINE_CENTER,34000,34000
CH02_MID_W15,13,1,YeahArchorZombie,3,LINE_LEFT,34000,34000
CH02_MID_W15,13,1,ZombieMan,6,SCATTER,34000,34000
CH02_MID_W15,13,2,AngryRagZombie,2,LINE_LEFT,34000,34000
CH02_MID_W15,13,2,MadJackZombie,2,LINE_LEFT,34000,34000
CH02_MID_W15,13,2,YeahArchorZombie,1,LINE_LEFT,34000,34000
CH02_MID_W15,13,2,ZombieWoman,7,SCATTER,34000,34000
CH02_MID_W15,14,1,AngryRagZombie,3,LINE_LEFT,36000,36000
CH02_MID_W15,14,1,MadJackZombie,1,LINE_LEFT,36000,36000
CH02_MID_W15,14,1,YeahArchorZombie,1,LINE_LEFT,36000,36000
CH02_MID_W15,14,1,ZombieMan,5,SCATTER,36000,36000
CH02_MID_W15,14,2,AngryRagZombie,2,LINE_LEFT,36000,36000
CH02_MID_W15,14,2,MadJackZombie,2,LINE_LEFT,36000,36000
CH02_MID_W15,14,2,YeahArchorZombie,2,LINE_LEFT,36000,36000
CH02_MID_W15,14,2,ZombieWoman,6,SCATTER,36000,36000
CH02_MID_W15,15,1,MadJackZombie,2,LINE_LEFT,38000,38000
CH02_MID_W15,15,1,YeahArchorZombie,3,LINE_LEFT,38000,38000
CH02_MID_W15,15,1,ZombieWoman,4,SCATTER,38000,38000
CH02_MID_W15,15,2,AngryRagZombie,2,LINE_LEFT,38000,38000
CH02_MID_W15,15,2,MadJackZombie,2,LINE_LEFT,38000,38000
CH02_MID_W15,15,2,YeahArchorZombie,1,LINE_LEFT,38000,38000
CH02_MID_W15,15,2,ZombieWoman,7,SCATTER,38000,38000
CH02_MID_W15,15,2,BoomZombieBoss,1,LINE_LEFT,38000,38000
CH02_LATE_W15,1,1,MadJackZombie,3,LINE_LEFT,10000,10000
CH02_LATE_W15,1,1,ZzangDoleZombie,2,LINE_LEFT,10000,10000
CH02_LATE_W15,1,2,YeahArchorZombie,2,LINE_LEFT,10000,10000
CH02_LATE_W15,1,2,ZombieWoman,5,SCATTER,10000,10000
CH02_LATE_W15,2,1,AngryRagZombie,3,LINE_LEFT,12000,12000
CH02_LATE_W15,2,1,ZombieWoman,4,SCATTER,12000,12000
CH02_LATE_W15,2,2,MadJackZombie,2,LINE_LEFT,12000,12000
CH02_LATE_W15,2,2,YeahArchorZombie,1,LINE_LEFT,12000,12000
CH02_LATE_W15,2,2,ZombieWoman,4,SCATTER,12000,12000
CH02_LATE_W15,3,1,AngryRagZombie,2,LINE_LEFT,14000,14000
CH02_LATE_W15,3,1,MadJKZombie,1,LINE_LEFT,14000,14000
CH02_LATE_W15,3,1,ZombieMan,4,SCATTER,14000,14000
CH02_LATE_W15,3,2,AngryRagZombie,2,LINE_LEFT,14000,14000
CH02_LATE_W15,3,2,YeahArchorZombie,2,LINE_LEFT,14000,14000
CH02_LATE_W15,3,2,ZombieMan,4,SCATTER,14000,14000
CH02_LATE_W15,4,1,AngryRagZombie,2,LINE_LEFT,16000,16000
CH02_LATE_W15,4,1,MadJackZombie,1,LINE_LEFT,16000,16000
CH02_LATE_W15,4,1,ZombieWoman,5,SCATTER,16000,16000
CH02_LATE_W15,4,2,AngryRagZombie,2,LINE_LEFT,16000,16000
CH02_LATE_W15,4,2,AngryRushZombie,1,SCATTER,16000,16000
CH02_LATE_W15,4,2,MadJackZombie,2,LINE_LEFT,16000,16000
CH02_LATE_W15,4,2,YeahArchorZombie,4,LINE_LEFT,16000,16000
CH02_LATE_W15,5,1,YeahArchorZombie,2,LINE_LEFT,18000,18000
CH02_LATE_W15,5,1,ZombieWoman,4,SCATTER,18000,18000
CH02_LATE_W15,5,2,AngryRushZombie,1,SCATTER,18000,18000
CH02_LATE_W15,5,2,YeahArchorZombie,1,LINE_LEFT,18000,18000
CH02_LATE_W15,5,2,ZombieMan,6,SCATTER,18000,18000
CH02_LATE_W15,5,2,BoomZombieBoss,1,LINE_LEFT,18000,18000
CH02_LATE_W15,6,1,AngryRagZombie,1,LINE_LEFT,20000,20000
CH02_LATE_W15,6,1,MadJackZombie,2,LINE_LEFT,20000,20000
CH02_LATE_W15,6,1,ZombieWoman,4,SCATTER,20000,20000
CH02_LATE_W15,6,2,AssasineZombie,1,SCATTER,20000,20000
CH02_LATE_W15,6,2,MadJackZombie,4,LINE_LEFT,20000,20000
CH02_LATE_W15,6,2,YeahArchorZombie,3,LINE_LEFT,20000,20000
CH02_LATE_W15,7,1,AngryRagZombie,2,LINE_LEFT,22000,22000
CH02_LATE_W15,7,1,AssasineZombie,1,SCATTER,22000,22000
CH02_LATE_W15,7,1,ZombieWoman,4,SCATTER,22000,22000
CH02_LATE_W15,7,2,AngryRagZombie,4,LINE_LEFT,22000,22000
CH02_LATE_W15,7,2,AssasineZombie,1,SCATTER,22000,22000
CH02_LATE_W15,7,2,MadJackZombie,3,LINE_LEFT,22000,22000
CH02_LATE_W15,7,2,MadKnightZombie,2,LINE_CENTER,22000,22000
CH02_LATE_W15,8,1,AngryRagZombie,3,LINE_LEFT,24000,24000
CH02_LATE_W15,8,1,ZombieWoman,3,SCATTER,24000,24000
CH02_LATE_W15,8,1,ZzangDoleZombie,3,LINE_LEFT,24000,24000
CH02_LATE_W15,8,2,AngryRagZombie,4,LINE_LEFT,24000,24000
CH02_LATE_W15,8,2,AngryRushZombie,1,SCATTER,24000,24000
CH02_LATE_W15,8,2,MadKnightZombie,1,LINE_CENTER,24000,24000
CH02_LATE_W15,8,2,YeahArchorZombie,4,LINE_LEFT,24000,24000
CH02_LATE_W15,9,1,AngryRagZombie,2,LINE_LEFT,26000,26000
CH02_LATE_W15,9,1,AssasineZombie,1,SCATTER,26000,26000
CH02_LATE_W15,9,1,MadKnightZombie,1,LINE_CENTER,26000,26000
CH02_LATE_W15,9,1,ZombieMan,5,SCATTER,26000,26000
CH02_LATE_W15,9,2,AngryRagZombie,4,LINE_LEFT,26000,26000
CH02_LATE_W15,9,2,AngryRushZombie,2,SCATTER,26000,26000
CH02_LATE_W15,9,2,MadJackZombie,2,LINE_LEFT,26000,26000
CH02_LATE_W15,9,2,YeahArchorZombie,4,LINE_LEFT,26000,26000
CH02_LATE_W15,10,1,AngryRagZombie,4,LINE_LEFT,28000,28000
CH02_LATE_W15,10,1,ZzangDoleZombie,3,LINE_LEFT,28000,28000
CH02_LATE_W15,10,2,MadJackZombie,2,LINE_LEFT,28000,28000
CH02_LATE_W15,10,2,YeahArchorZombie,3,LINE_LEFT,28000,28000
CH02_LATE_W15,10,2,ZombieWoman,4,SCATTER,28000,28000
CH02_LATE_W15,10,2,PushZombieBoss,1,LINE_LEFT,28000,28000
CH02_LATE_W15,11,1,AngryRagZombie,3,LINE_LEFT,30000,30000
CH02_LATE_W15,11,1,YeahArchorZombie,2,LINE_LEFT,30000,30000
CH02_LATE_W15,11,1,ZombieMan,4,SCATTER,30000,30000
CH02_LATE_W15,11,2,AngryRagZombie,4,LINE_LEFT,30000,30000
CH02_LATE_W15,11,2,MadKnightZombie,2,LINE_CENTER,30000,30000
CH02_LATE_W15,11,2,YeahArchorZombie,4,LINE_LEFT,30000,30000
CH02_LATE_W15,12,1,MadJackZombie,4,LINE_LEFT,32000,32000
CH02_LATE_W15,12,1,YeahArchorZombie,1,LINE_LEFT,32000,32000
CH02_LATE_W15,12,1,ZombieWoman,4,SCATTER,32000,32000
CH02_LATE_W15,12,2,MadJackZombie,3,LINE_LEFT,32000,32000
CH02_LATE_W15,12,2,MadKnightZombie,1,LINE_CENTER,32000,32000
CH02_LATE_W15,12,2,YeahArchorZombie,2,LINE_LEFT,32000,32000
CH02_LATE_W15,12,2,ZombieWoman,6,SCATTER,32000,32000
CH02_LATE_W15,13,1,AngryRagZombie,2,LINE_LEFT,34000,34000
CH02_LATE_W15,13,1,YeahArchorZombie,2,LINE_LEFT,34000,34000
CH02_LATE_W15,13,1,ZombieWoman,7,SCATTER,34000,34000
CH02_LATE_W15,13,2,AngryRagZombie,4,LINE_LEFT,34000,34000
CH02_LATE_W15,13,2,AngryRushZombie,1,SCATTER,34000,34000
CH02_LATE_W15,13,2,MadJackZombie,4,LINE_LEFT,34000,34000
CH02_LATE_W15,13,2,YeahArchorZombie,3,LINE_LEFT,34000,34000
CH02_LATE_W15,14,1,AngryRagZombie,2,LINE_LEFT,36000,36000
CH02_LATE_W15,14,1,MadJackZombie,2,LINE_LEFT,36000,36000
CH02_LATE_W15,14,1,YeahArchorZombie,3,LINE_LEFT,36000,36000
CH02_LATE_W15,14,1,ZzangDoleZombie,3,LINE_LEFT,36000,36000
CH02_LATE_W15,14,2,AngryRagZombie,4,LINE_LEFT,36000,36000
CH02_LATE_W15,14,2,AssasineZombie,1,SCATTER,36000,36000
CH02_LATE_W15,14,2,MadJackZombie,4,LINE_LEFT,36000,36000
CH02_LATE_W15,14,2,YeahArchorZombie,4,LINE_LEFT,36000,36000
CH02_LATE_W15,15,1,MadJKZombie,1,LINE_LEFT,38000,38000
